filename_key,wealthier
G_GT_4_12#24,2.119999885559082
G_GT_4_12#25,3.190000057220459
G_GT_4_12#26,2.3299999237060547
G_GT_4_12#27,2.1500000953674316
G_GT_4_12#28,2.7899999618530273
G_GT_4_12#29,3.309999942779541
G_GT_4_12#30,2.569999933242798
G_GT_4_12#31,1.440000057220459
G_GT_4_12#32,3.869999885559082
G_GT_4_12#33,3.9000000953674316
G_GT_4_12#34,3.2699999809265137
G_GT_4_12#35,3.5399999618530273
G_GT_4_12#36,2.930000066757202
G_GT_4_12#37,7.78000020980835
G_GT_4_12#38,6.480000019073486
G_GT_4_12#39,3.2300000190734863
G_GT_4_12#40,3.109999895095825
G_GT_4_12#41,3.859999895095825
G_GT_4_12#42,5.550000190734863
G_GT_4_12#43,6.699999809265137
G_GT_4_42#0,7.869999885559082
G_GT_4_42#1,4.400000095367432
G_GT_5_9#0,7.190000057220459
G_GT_5_9#1,5.75
G_GT_5_9#2,4.550000190734863
G_GT_5_9#3,4.570000171661377
G_GT_5_9#4,4.269999980926514
G_GT_5_11#0,9.369999885559082
G_GT_5_21#0,3.390000104904175
G_GT_5_21#1,3.7100000381469727
G_GT_5_21#2,5.409999847412109
G_GT_5_21#3,3.5
G_GT_5_21#4,4.039999961853027
G_GT_5_21#5,1.5099999904632568
G_GT_5_21#6,1.350000023841858
G_GT_5_21#7,5.590000152587891
G_GT_5_21#8,3.440000057220459
G_GT_5_21#9,3.369999885559082
G_GT_5_21#10,5.869999885559082
G_GT_5_22#0,9.010000228881836
G_GT_5_22#1,9.579999923706055
G_GT_5_22#2,5.909999847412109
G_GT_5_22#3,5.230000019073486
G_GT_5_22#4,7.079999923706055
G_GT_5_22#5,4.849999904632568
G_GT_5_22#6,8.989999771118164
G_GT_5_22#7,6.329999923706055
G_GT_5_22#8,3.990000009536743
G_GT_5_22#9,8.0600004196167
G_GT_5_22#10,7.639999866485596
G_GT_5_22#11,8.90999984741211
G_GT_5_22#12,9.029999732971191
G_GT_5_22#13,2.4700000286102295
G_GT_5_22#14,6.78000020980835
